Fecha,Total,Vlan100(routerpinas),Vlan200(routerpinas),Vlan100(routerbabahoyo),Vlan200(routerbabahoyo),Vlan100(routerguaranda),Vlan200(routerguaranda),Vlan100(routerlagoagrio),Vlan200(routerlagoagrio),Vlan100(routermachala),Vlan200(routermachala),Vlan100(routeresmeraldas),Vlan100(routerposorja),Vlan200(routerposorja),Vlan100(routervirgendefatima),Vlan200(routervirgendefatima),Vlan100(routerpifo),Vlan200(routerpifo),Vlan100(routerjipijapa),Vlan200(routerjipijapa),Vlan100(routerstodomingo),Vlan200(routerstodomingo),Vlan100(routerbanos),Vlan200(routerbanos),Vlan100(routerotavalo),Vlan200(routerotavalo),Vlan100(routerambato),Vlan200(routerambato),Vlan100(routerduran),Vlan200(routerduran),Vlan100(routermilagro),Vlan200(routermilagro),Vlan100(routerloja),Vlan200(routerloja),Vlan100(routerlatacunga),Vlan200(routerlatacunga),Vlan100(routermanta),Vlan200(routermanta),Vlan100(routerportoviejo),Vlan200(routerportoviejo),Vlan100(routervinces),Vlan200(routervinces),Vlan100(routerpasaje),Vlan200(routerpasaje),Vlan100(routernaranjal),Vlan200(routernaranjal),Vlan100(routerpalestina),Vlan200(routerpalestina),Vlan100(routersalinas),Vlan200(routersalinas),Vlan100(routertulcan),Vlan200(routertulcan),Vlan100(routerriobamba),Vlan200(routerriobamba),Vlan100(routermacas),Vlan200(routermacas),Vlan100(routeribarra),Vlan200(routeribarra),Vlan100(routerdaule),Vlan200(routerdaule),Vlan100(routerbalzar),Vlan200(routerbalzar),Vlan100(routersalcedo),Vlan200(routersalcedo),Vlan100(routertabacundo),Vlan200(routertabacundo),Vlan100(routerzaruma),Vlan200(routerzaruma),Vlan100(routersantarosa),Vlan200(routersantarosa),Vlan100(routerbalsas),Vlan100(routerqvdo),Vlan200(routerbalsas),Vlan200(routerqvdo),Vlan100(routerprogreso),Vlan200(routerprogreso),Vlan100(routercuenca),Vlan200(routercuenca),Vlan100(routerplayas),Vlan200(routerplayas),Vlan100(routeralausi),Vlan200(routeralausi),Vlan100(routercoca),Vlan200(routercoca),Vlan100(routertena),Vlan200(routertena),Vlan100(routertarifa),Vlan200(routertarifa),Vlan100(routercayambe),Vlan200(routercayambe),Vlan100(routerpuyo),Vlan200(routerpuyo),Vlan100(routershushufindi),Vlan200(routershushufindi),Vlan100(routercotacachi),Vlan200(routercotacachi),Vlan100(routerquininde),Vlan200(routerquininde),Vlan100(routeratuntaqui),Vlan200(routeratuntaqui),Vlan100(routertonsupa),Vlan200(routertonsupa),Vlan100(routerpedernales),Vlan200(routerpedernales),Vlan100(routeresmeraldas2),Vlan200(routeresmeraldas2),Vlan1001(routeruiod),Vlan2001(routeruiod),Vlan1002(routeruiod),Vlan2002(routeruiod),Vlan1003(routeruiod),Vlan2003(routeruiod),Vlan2001(routeruiob),Vlan1001(routeruiob),Vlan1002(routeruioa),Vlan2002(routeruioa),Vlan1003(routeruioa),Vlan2003(routeruioa),Vlan1001(routeruioa),Vlan2001(routeruioa),Vlan2002(routeruios),Vlan1002(routeruios),Vlan2001(routeruios),Vlan1001(routeruios),Vlan2003(routeruios),Vlan1003(routeruios),Vlan2004(routeruios),Vlan1004(routeruios),Vlan2001(routeruiom),Vlan1001(routeruiom),Vlan2004(routeruiog),Vlan1004(routeruiog),Vlan1003(routeruiog),Vlan2003(routeruiog),Vlan1001(routergyem),Vlan2001(routergyem),Vlan2002(routergyem),Vlan1002(routergyem),Vlan2001(routergyea),Vlan1001(routergyea),Vlan1002(routergyea),Vlan2002(routergyea),Vlan1003(routergyea),Vlan2003(routergyea),Vlan1002(routergyei),Vlan2002(routergyei),Vlan2001(routergyei),Vlan1001(routergyei),Vlan2003(routergyei),Vlan1003(routergyei),Vlan1004(routergyei),Vlan2004(routergyei),Vlan2003(routergyes),Vlan2002(routergyes),Vlan1003(routergyes),Vlan1001(routergyes),Vlan3001(routergyes),Vlan2001(routergyes),Vlan1002(routergyes),Vlan4001(routergyes),Vlan1001(routergyec),Vlan2001(routergyec),Vlan1002(routergyec),Vlan2002(routergyec),Vlan1003(routergyec),Vlan2003(routergyec),Vlan1004(routergyec),Vlan2004(routergyec),Vlan3004(routergyec),Vlan1002(routergyek),Vlan2002(routergyek),Vlan1001(routergyek),Vlan1002(routergyek),Vlan2001(routergyek),Vlan2002(routergyek),Vlan100(routermontecristi),Vlan200(routermontecristi)
2020-06-25 14:00 - 16:00,734.8,0.26,0.27,1.79,1.74,0.73,0.65,0.0,0.0,3.53,4.01,0.11,0.66,-,0.36,0.84,1.51,1.2,1.25,1.21,5.07,5.19,0.29,0.33,1.57,2.15,4.38,5.77,0.7,0.74,-,3.86,0.81,1.04,0.8,1.47,-,7.86,7.98,5.9,0.71,0.67,0.0,0.0,0.17,0.0,0.08,0.0,7.98,6.74,0.23,0.51,7.91,7.88,0.01,0.01,4.07,5.66,0.39,0.44,0.42,-,0.0,0.01,0.26,0.0,0.11,0.0,0.29,0.0,0.1,4.83,0.0,5.91,0.03,-,3.66,4.25,0.6,0.57,0.32,-,0.42,0.99,0.92,0.17,0.25,-,0.89,1.11,1.15,1.32,0.05,0.04,0.44,0.0,0.07,0.11,0.63,0.76,0.54,0.38,0.1,0.1,2.67,4.49,12.58,17.95,15.51,8.43,10.58,12.78,11.39,13.79,-,4.77,3.62,1.81,14.89,14.89,15.77,18.38,14.45,11.58,10.36,9.67,4.83,7.29,8.77,8.48,9.7,16.18,9.28,8.19,6.0,6.49,6.28,6.76,9.49,8.58,11.23,12.72,4.64,1.88,17.51,17.53,13.8,6.42,8.38,6.04,6.09,3.71,12.27,14.75,20.06,8.09,16.53,16.68,14.41,7.73,6.6,5.8,0.74,0.73,1.52,0.71,0.16,0.08,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-25 16:00 - 18:00,716.6,0.3,0.25,1.73,1.72,0.71,0.73,0.0,0.0,3.63,3.94,0.11,0.66,-,0.36,0.8,1.41,1.19,1.18,1.13,5.32,5.17,0.36,0.36,1.61,2.0,4.31,6.21,0.65,0.75,-,3.85,0.77,0.96,0.94,1.56,-,7.86,-,5.67,0.62,0.63,0.0,0.0,0.13,0.0,0.09,0.0,7.98,6.74,0.24,0.55,-,-,0.0,0.01,3.74,5.86,0.4,0.45,0.46,-,0.0,0.01,0.26,0.0,0.12,0.0,0.29,0.0,0.13,4.87,0.0,5.78,0.04,-,3.63,4.09,0.64,0.67,0.32,-,0.42,1.06,0.9,0.18,0.19,-,0.89,1.19,1.09,1.28,0.03,0.09,0.44,0.0,0.05,0.12,0.61,0.78,0.55,0.39,0.1,0.09,2.73,4.62,13.33,18.79,15.67,8.43,10.89,13.05,11.74,13.96,-,4.84,3.72,1.86,14.89,14.89,15.76,18.72,14.96,11.81,10.13,15.67,5.02,7.31,9.21,8.84,10.04,16.72,9.76,8.59,5.7,6.42,6.31,6.76,9.04,9.11,10.81,12.15,4.57,1.81,17.37,17.53,13.25,6.31,8.14,6.07,5.84,3.59,12.14,14.31,18.76,7.54,16.03,16.11,13.92,7.42,6.56,5.72,0.69,0.73,1.44,0.83,0.19,0.05,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-25 18:00 - 20:00,777.19,0.33,0.29,2.08,1.98,0.81,0.84,0.0,0.0,4.1,4.7,0.13,0.7,-,0.41,0.84,1.82,1.23,1.22,1.22,5.41,5.09,0.33,0.35,1.72,2.14,4.63,6.3,0.76,0.88,-,4.31,1.0,0.94,0.95,1.63,-,7.94,7.95,6.2,0.83,0.75,0.0,0.0,0.13,0.0,0.09,0.0,7.98,7.2,0.28,0.52,-,-,0.02,0.01,4.37,5.44,0.48,0.55,0.42,-,0.0,0.01,0.28,0.0,0.11,0.0,0.35,0.0,0.15,5.17,0.0,6.51,0.04,-,3.99,4.66,0.73,0.67,0.34,-,0.44,1.14,0.88,0.17,0.28,-,0.85,1.33,1.19,1.35,0.01,0.09,0.52,0.0,0.04,0.12,0.65,0.78,0.69,0.36,0.1,0.08,2.83,4.82,13.91,19.38,16.59,8.2,11.52,14.16,12.47,15.45,-,5.14,4.17,1.97,15.77,15.77,16.38,20.22,15.56,12.7,10.66,15.67,5.18,7.57,8.77,8.62,9.4,16.9,9.86,8.4,6.1,7.16,6.94,7.32,10.85,10.4,12.26,14.46,4.97,2.31,19.56,19.63,15.58,7.7,9.82,6.67,7.23,4.27,12.57,16.07,21.13,8.09,17.82,17.01,14.84,8.02,6.52,5.83,0.64,0.55,1.44,0.81,0.13,0.04,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-25 20:00 - 22:00,825.45,0.33,0.28,2.34,1.98,0.85,0.84,0.0,0.0,4.46,5.13,0.13,0.79,-,0.47,0.9,1.84,1.43,1.25,1.3,5.86,5.28,0.3,0.39,1.73,2.19,5.27,7.1,0.79,0.97,-,4.94,1.11,1.08,0.97,1.64,-,-,-,6.89,0.85,0.8,0.0,0.0,0.13,0.0,0.08,0.0,-,7.68,0.32,0.55,-,-,0.02,0.02,4.63,6.23,0.52,0.56,0.52,-,0.0,0.0,0.3,0.0,0.13,0.0,0.35,0.0,0.15,5.9,0.0,7.23,0.04,-,4.63,5.32,0.74,0.72,0.34,-,0.51,1.16,0.98,0.21,0.31,-,0.9,1.34,1.3,1.43,0.01,0.04,0.52,0.0,0.05,0.13,0.71,0.93,0.69,0.38,0.07,0.06,3.37,5.1,14.95,21.35,18.3,9.54,12.43,15.49,14.65,18.12,-,5.67,4.47,1.96,17.01,17.01,18.03,21.28,16.58,13.36,11.57,10.71,5.76,8.3,9.73,9.93,11.38,18.79,11.43,9.69,6.87,7.67,7.9,8.59,12.74,11.39,13.72,15.75,5.61,2.58,21.42,21.49,16.49,8.17,10.51,7.22,7.43,4.54,14.71,17.54,23.01,9.3,19.74,19.41,17.29,8.74,7.49,6.98,0.57,0.57,1.72,0.82,0.1,0.06,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-25 22:00 - 24:00,827.38,0.29,0.27,2.01,1.94,0.76,0.83,0.0,0.0,4.36,5.13,0.09,0.69,-,0.47,0.95,1.65,1.33,1.25,1.29,5.56,5.16,0.33,0.43,1.73,2.08,5.27,7.1,0.77,0.95,-,4.94,1.02,1.08,0.91,1.64,-,-,-,6.78,0.83,0.77,0.0,0.0,0.12,0.0,0.06,0.0,7.96,7.68,0.35,0.55,7.9,7.62,0.01,0.01,4.56,6.03,0.51,0.46,0.5,-,0.0,0.0,0.26,0.0,0.13,0.0,0.32,0.0,0.15,5.42,0.0,6.94,0.03,-,4.46,5.32,0.74,0.72,0.32,-,0.34,0.89,0.93,0.21,0.31,-,0.79,1.17,1.15,1.43,0.01,0.08,0.44,0.0,0.05,0.11,0.66,0.93,0.67,0.38,0.07,0.06,2.99,5.0,14.59,21.35,17.63,9.32,12.27,15.49,14.47,17.28,-,5.52,4.46,1.93,16.68,16.68,16.76,19.92,15.84,12.95,11.45,10.12,5.64,8.0,9.29,9.66,11.38,18.75,10.95,9.62,6.87,7.63,7.88,8.48,12.74,11.08,13.11,15.26,5.38,2.41,21.3,20.85,15.95,7.65,9.68,6.84,6.99,4.35,14.37,17.54,22.69,9.3,19.52,19.41,17.14,8.73,7.28,6.68,0.5,0.57,1.72,0.82,0.1,0.06,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-26 00:00 - 02:00,571.87,0.19,0.17,1.32,1.17,0.48,0.53,0.0,0.0,3.34,3.84,0.07,0.41,-,0.3,0.5,0.87,0.79,0.65,0.44,3.52,2.88,0.21,0.38,1.1,1.26,3.27,4.45,0.5,0.52,-,2.94,0.73,0.87,0.64,1.12,7.64,7.77,7.82,5.26,0.51,0.47,0.0,0.0,0.08,0.0,0.03,0.0,6.64,5.24,0.14,0.34,6.45,6.42,0.0,0.0,2.91,4.33,0.35,0.27,0.27,-,0.0,0.0,0.18,0.0,0.07,0.0,0.19,0.0,0.1,3.83,0.0,4.46,0.02,-,3.17,3.7,0.49,0.39,0.25,-,0.22,0.59,0.61,0.11,0.17,-,0.47,0.63,0.81,0.95,0.01,0.02,0.26,0.0,0.03,0.09,0.41,0.55,0.41,0.27,0.04,0.03,2.07,3.97,9.14,12.58,11.42,6.29,8.06,10.2,9.01,10.22,-,3.38,2.7,1.07,10.22,10.22,10.34,12.61,9.97,8.35,7.37,6.51,3.59,5.5,6.42,6.23,7.08,12.0,7.4,5.69,5.26,5.31,5.87,6.03,8.59,7.52,8.34,9.5,3.57,1.7,11.07,16.26,9.85,4.64,6.71,4.77,4.08,2.44,10.31,12.4,15.89,6.97,14.0,13.8,11.54,6.43,5.34,5.03,0.48,0.42,1.47,0.64,0.07,0.02,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-26 02:00 - 04:00,230.47,0.1,0.1,0.55,0.49,0.18,0.18,0.0,0.0,1.47,1.62,0.04,0.17,-,0.09,0.16,0.39,0.34,0.23,0.18,1.34,1.26,0.09,0.13,0.46,0.48,1.24,1.7,0.18,0.18,-,1.05,0.32,0.39,0.21,0.41,3.36,3.12,3.84,2.56,0.17,0.22,0.0,0.0,0.06,0.0,0.01,0.0,3.04,2.36,0.04,0.16,2.37,2.58,0.0,0.0,1.19,1.37,0.13,0.13,0.15,-,0.0,0.0,0.05,0.0,0.02,0.0,0.1,0.0,0.03,1.55,0.0,1.86,0.01,-,1.25,1.67,0.23,0.18,0.07,-,0.11,0.2,0.25,0.06,0.09,-,0.15,0.21,0.35,0.39,0.01,0.01,0.13,0.0,0.02,0.05,0.17,0.26,0.15,0.09,0.02,0.0,0.7,1.83,3.53,4.81,4.5,2.48,3.0,3.85,3.24,3.76,-,1.41,0.79,0.38,4.04,4.04,3.8,4.72,3.74,3.31,2.88,2.86,1.6,2.25,2.61,2.45,2.66,5.22,2.89,2.44,2.37,2.25,2.4,2.47,3.27,2.91,3.5,4.02,1.28,0.6,4.62,7.01,3.86,1.84,2.7,1.91,1.46,0.92,3.95,5.05,5.85,3.29,5.83,5.81,4.59,2.53,2.47,2.17,0.24,0.2,0.64,0.27,0.04,0.02,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-26 04:00 - 06:00,137.66,0.04,0.05,0.39,0.39,0.11,0.11,0.0,0.0,0.88,0.87,0.02,0.12,-,0.07,0.11,0.3,0.25,0.15,0.14,0.98,0.82,0.04,0.08,0.43,0.54,0.86,1.06,0.12,0.18,-,0.66,0.15,0.15,0.14,0.33,1.65,1.54,1.58,1.15,0.1,0.16,0.0,0.0,0.08,0.0,0.01,0.0,1.38,1.11,0.04,0.12,1.49,1.64,0.0,0.0,0.69,1.03,0.07,0.09,0.13,-,0.0,0.0,0.04,0.0,0.02,0.0,0.05,0.0,0.02,0.81,0.0,1.04,0.01,-,0.58,0.85,0.1,0.12,0.06,-,0.07,0.21,0.19,0.05,0.06,-,0.18,0.24,0.17,0.2,0.0,0.01,0.09,0.0,0.02,0.02,0.12,0.14,0.08,0.07,0.04,0.01,0.35,0.76,2.06,3.77,3.36,1.25,1.98,2.32,2.74,2.91,-,1.07,0.62,0.39,3.18,3.18,2.73,3.28,2.66,2.23,2.08,1.68,0.89,1.37,1.93,1.55,1.83,3.31,2.09,1.66,1.33,1.33,1.1,1.28,2.03,1.37,1.97,2.17,0.7,0.34,2.33,3.74,2.57,1.18,1.57,1.14,1.01,0.78,1.74,2.44,3.27,1.33,2.8,2.67,2.14,0.92,1.17,0.87,0.1,0.1,0.39,0.23,0.03,0.02,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-26 06:00 - 08:00,401.43,0.13,0.14,1.02,1.02,0.34,0.3,0.0,0.0,1.73,2.02,0.05,0.38,-,0.25,0.36,0.85,0.6,0.38,0.51,3.12,2.52,0.12,0.15,0.88,1.4,2.36,3.1,0.37,0.48,-,2.19,0.39,0.43,0.44,0.75,4.39,3.62,3.79,2.67,0.36,0.39,0.0,0.0,0.08,0.0,0.05,0.0,4.39,3.51,0.12,0.25,5.03,4.94,0.01,0.0,1.98,2.72,0.27,0.25,0.24,-,0.0,0.0,0.13,0.0,0.05,0.0,0.15,0.0,0.06,2.79,0.0,3.47,0.0,-,2.01,2.23,0.34,0.42,0.17,-,0.18,0.58,0.48,0.07,0.18,-,0.47,0.72,0.51,0.64,0.01,0.03,0.24,0.0,0.02,0.07,0.31,0.41,0.29,0.16,0.04,0.02,1.44,2.54,6.63,9.96,8.67,4.31,5.74,7.27,7.01,8.07,-,2.96,2.22,0.99,8.76,8.76,8.48,9.6,7.71,6.28,5.46,4.82,2.56,3.75,5.05,4.53,4.84,9.67,5.24,4.33,3.3,3.57,3.78,4.6,6.65,5.72,5.91,6.89,2.73,1.14,7.81,11.08,7.83,3.58,4.66,3.61,3.53,2.08,5.8,7.31,9.35,3.75,8.02,8.11,6.45,3.26,3.28,2.88,0.43,0.28,0.82,0.36,0.07,0.04,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-26 08:00 - 10:00,561.38,0.23,0.21,1.44,1.32,0.52,0.54,0.0,0.0,2.83,3.01,0.12,0.53,-,0.3,0.63,1.11,0.86,0.75,0.84,4.38,3.49,0.21,0.23,1.15,1.57,3.4,4.35,0.53,0.61,-,3.31,0.71,0.7,0.61,1.14,7.04,5.84,6.2,4.28,0.52,0.57,0.0,0.0,0.14,0.0,0.06,0.0,6.17,4.99,0.18,0.35,6.94,6.77,0.03,0.02,2.6,4.21,0.33,0.38,0.37,-,0.0,0.0,0.19,0.0,0.07,0.0,0.27,0.0,0.1,3.82,0.0,4.6,0.03,-,2.94,3.23,0.56,0.5,0.24,-,0.32,0.83,0.6,0.12,0.18,-,0.64,0.81,0.78,0.97,0.01,0.03,0.36,0.0,0.04,0.14,0.36,0.55,0.41,0.28,0.04,0.05,2.17,3.51,8.72,13.31,11.45,5.84,7.41,9.65,8.86,10.78,-,3.59,2.9,1.32,11.38,11.38,11.34,14.03,10.81,8.4,7.48,6.7,3.55,5.23,6.89,6.32,7.38,12.46,7.17,5.8,4.62,5.09,4.98,5.29,8.11,6.88,8.25,9.68,3.35,1.68,11.19,15.47,10.95,5.34,6.49,4.73,4.9,3.01,8.85,10.84,14.88,5.75,11.72,12.07,10.61,5.52,4.55,4.06,0.64,0.43,1.15,0.54,0.17,0.04,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-26 10:00 - 12:00,616.27,0.22,0.22,1.52,1.46,0.57,0.62,0.0,0.0,3.15,3.35,0.12,0.55,-,0.35,0.63,1.11,0.91,1.09,1.03,4.71,3.79,0.27,0.26,1.27,1.81,3.62,4.7,0.53,0.61,-,3.51,0.75,0.85,0.68,1.2,7.79,6.71,7.41,4.99,0.59,0.59,0.0,0.0,0.13,0.0,0.09,0.0,6.99,5.61,0.2,0.36,7.32,7.31,0.01,0.02,2.96,4.84,0.33,0.44,0.37,-,0.0,0.01,0.2,0.0,0.09,0.0,0.25,0.0,0.11,4.04,0.0,5.07,0.03,-,3.01,3.5,0.56,0.5,0.24,-,0.34,0.88,0.77,0.17,0.28,-,0.69,0.91,0.85,1.07,0.02,0.07,0.39,0.0,0.04,0.11,0.47,0.65,0.47,0.35,0.04,0.07,2.32,3.73,9.58,13.91,11.73,6.28,7.83,10.24,9.68,11.43,-,3.93,2.93,1.49,12.13,12.13,12.56,14.71,11.06,9.18,7.89,7.08,3.67,5.95,7.17,6.76,8.03,13.39,7.81,6.5,5.0,5.68,5.44,5.9,8.37,7.68,9.28,10.59,3.89,1.76,13.39,18.03,12.28,6.03,7.37,5.37,5.46,3.49,10.04,12.46,16.44,6.46,12.95,13.5,12.26,6.03,5.41,4.49,0.78,0.51,1.2,0.61,0.18,0.04,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-26 12:00 - 14:00,643.76,0.23,0.25,1.67,1.71,0.62,0.6,0.0,0.0,3.48,3.87,0.09,0.61,-,0.36,0.68,1.25,0.93,1.1,1.06,4.72,4.02,0.26,0.28,1.53,1.71,3.76,4.99,0.41,0.39,-,3.48,0.81,0.88,0.7,1.33,7.97,7.41,7.76,5.4,0.67,0.64,0.0,0.0,0.12,0.0,0.1,0.0,7.34,6.11,0.23,0.39,7.51,7.64,0.01,0.01,3.59,5.06,0.44,0.46,0.37,-,0.0,0.01,0.2,0.0,0.1,0.0,0.27,0.0,0.15,4.36,0.0,5.49,0.04,-,3.3,3.68,0.58,0.53,0.25,-,0.37,0.95,0.74,0.21,0.21,-,0.74,1.01,0.97,1.19,0.01,0.04,0.42,0.0,0.04,0.1,0.48,0.81,0.55,0.37,0.04,0.06,2.53,4.16,10.52,14.98,12.44,6.88,8.0,10.16,9.71,11.71,-,3.93,3.1,1.46,12.07,12.07,12.85,14.5,10.93,9.8,7.87,7.33,3.88,6.05,7.48,7.08,7.69,13.44,7.78,6.54,5.04,5.84,5.46,5.81,8.73,7.57,9.93,11.46,4.19,1.68,13.24,17.94,13.07,6.34,7.73,6.49,5.64,3.46,10.71,13.07,17.7,6.85,14.48,14.59,12.77,7.02,6.12,5.11,0.73,0.66,1.26,0.61,0.16,0.06,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-26 14:00 - 16:00,716.07,0.27,0.25,1.75,1.78,0.79,0.73,0.0,0.0,3.65,3.96,0.16,0.71,-,0.38,0.69,1.27,1.07,1.07,1.15,5.23,4.21,0.36,0.37,1.49,1.93,4.19,5.42,0.59,0.73,-,3.65,0.8,0.99,0.8,1.36,-,7.94,7.96,5.77,0.68,0.71,0.0,0.0,0.13,0.0,0.07,0.0,7.96,6.67,0.26,0.45,7.77,7.94,0.01,0.01,3.52,5.64,0.43,0.52,0.39,-,0.0,0.01,0.22,0.0,0.12,0.0,0.35,0.0,0.18,4.79,0.0,5.65,0.03,-,3.54,4.05,0.6,0.61,0.31,-,0.4,0.96,0.81,0.19,0.21,-,0.93,1.07,1.13,1.28,0.02,0.03,0.42,0.0,0.04,0.1,0.61,0.88,0.6,0.37,0.04,0.05,2.64,4.48,12.38,17.64,14.28,7.99,9.3,12.08,11.25,13.6,-,4.58,3.54,1.77,14.75,14.75,15.26,17.93,13.82,11.59,10.31,9.15,5.13,6.96,8.82,8.68,9.4,15.63,9.02,7.93,5.73,6.36,6.1,6.43,8.84,8.36,11.04,12.37,4.41,1.75,14.69,20.41,13.99,6.78,8.6,5.98,6.13,3.75,12.07,14.55,18.62,7.88,16.03,16.11,14.26,7.44,6.17,5.77,0.73,0.59,1.38,0.62,0.16,0.06,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-26 16:00 - 18:00,712.15,0.29,0.27,1.67,1.71,0.81,0.73,0.0,0.0,3.55,4.01,0.14,0.66,-,0.39,0.71,1.36,1.31,1.07,1.18,5.23,4.29,0.3,0.34,1.52,1.92,4.17,5.91,0.55,0.78,-,3.65,0.89,0.87,0.82,1.53,-,7.94,7.97,5.48,0.61,0.67,0.0,0.0,0.15,0.0,0.06,0.0,7.98,6.54,0.26,0.45,7.94,-,0.01,0.02,3.82,5.58,0.37,0.52,0.44,-,0.0,0.01,0.22,0.0,0.09,0.0,0.41,0.0,0.26,4.79,0.0,5.67,0.03,-,3.57,4.16,0.6,0.61,0.32,-,0.37,1.02,0.87,0.21,0.22,-,0.91,1.1,1.04,1.32,0.02,0.04,0.48,0.0,0.05,0.1,0.61,0.91,0.6,0.37,0.05,0.06,2.64,4.61,12.4,18.2,15.03,8.29,9.56,12.24,11.66,13.83,-,4.76,3.81,1.82,14.82,14.82,15.12,17.97,14.67,11.83,10.16,9.26,5.13,7.44,8.82,8.68,9.53,15.85,9.52,8.04,5.73,6.36,6.28,6.43,9.01,8.16,11.09,12.38,4.16,1.74,14.41,20.12,13.77,6.64,8.11,5.88,5.95,3.63,11.75,14.52,18.52,7.6,16.03,16.11,14.18,7.44,6.17,5.44,0.71,0.57,1.31,0.68,0.16,0.05,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-26 18:00 - 20:00,760.78,0.34,0.23,1.96,1.87,0.76,0.79,0.0,0.0,3.95,4.46,0.13,0.68,-,0.44,0.77,1.57,1.31,1.14,1.23,5.42,4.9,0.34,0.39,1.58,1.97,4.6,6.27,0.72,0.94,-,4.29,0.93,1.0,0.94,1.54,-,7.99,7.97,6.09,0.74,0.73,0.0,0.0,0.16,0.0,0.08,0.0,7.93,6.88,0.29,0.52,8.0,-,0.01,0.01,4.01,5.28,0.42,0.47,0.51,-,0.0,0.0,0.29,0.0,0.15,0.0,0.32,0.0,0.18,5.44,0.0,6.61,0.04,-,3.88,4.47,0.67,0.67,0.32,-,0.45,1.13,1.03,0.18,0.29,-,0.92,1.34,1.25,1.32,0.02,0.04,0.52,0.0,0.05,0.11,0.62,0.94,0.62,0.39,0.06,0.07,2.85,4.84,13.39,19.04,15.81,8.71,10.74,12.62,12.27,15.03,-,4.95,3.9,1.9,15.61,15.61,16.07,19.78,15.24,11.74,10.69,9.7,5.32,7.44,8.71,8.95,9.29,16.72,9.73,8.26,5.65,6.59,7.21,7.17,9.93,9.48,11.74,13.97,4.95,1.98,16.76,21.96,15.3,7.22,8.71,6.3,6.95,4.24,12.38,15.66,20.92,8.16,16.78,17.1,14.89,7.77,6.62,5.96,0.65,0.45,1.54,0.73,0.1,0.09,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-26 20:00 - 22:00,836.69,0.35,0.26,2.16,2.11,0.81,0.85,0.0,0.0,4.32,4.93,0.15,0.8,-,0.46,0.83,1.77,1.45,1.26,1.5,5.76,5.39,0.36,0.36,1.68,2.17,5.26,7.19,0.85,1.02,-,4.75,0.96,1.06,1.01,1.74,-,-,-,7.05,0.79,0.74,0.0,0.0,0.14,0.0,0.06,0.0,-,7.95,0.3,0.57,-,-,0.01,0.02,4.7,6.2,0.49,0.56,0.54,-,0.0,0.01,0.31,0.0,0.19,0.0,0.34,0.0,0.16,5.82,0.0,7.43,0.05,-,4.34,5.63,0.77,0.75,0.34,-,0.45,1.12,1.06,0.18,0.32,-,0.91,1.35,1.26,1.47,0.01,0.05,0.57,0.0,0.05,0.1,0.62,1.0,0.7,0.44,0.07,0.07,3.07,5.89,15.71,21.09,17.59,9.9,12.34,15.23,15.1,18.57,-,5.9,4.6,2.05,17.99,17.99,17.93,21.71,17.0,13.5,11.98,10.97,5.91,8.45,10.23,9.81,11.1,19.09,10.78,9.6,6.83,7.63,8.26,8.86,12.48,11.75,13.09,15.45,5.57,2.57,22.19,24.74,16.93,8.43,10.29,7.5,7.56,4.63,14.89,17.48,23.76,9.13,19.5,19.64,17.38,9.37,7.02,7.08,0.55,0.53,1.77,0.87,0.13,0.09,0.0,-,-,-,-,-,-,0.0,0.0
